user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Brown_X.bin.4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	ANI	classification based on placement in class-level tree	GCA_003134045.1, s__Bog-1198 sp003134045, 95.0, 79.12, 0.372; GCA_003164785.1, s__Bog-1198 sp003164785, 95.0, 78.76, 0.337; GCA_003137095.1, s__Bog-1198 sp003137095, 95.0, 78.25, 0.332; GCA_003165495.1, s__Bog-1198 sp003165495, 95.0, 77.6, 0.206; GCA_003132425.1, s__Bog-1198 sp003132425, 95.0, 77.6, 0.215	82.61	11	0.96815	N/A
Brown_Y.bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__JABDGH01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__JABDGH01;s__	ANI	classification based on placement in class-level tree	GCA_903970275.1, s__JABDGH01 sp903970275, 95.0, 78.12, 0.253; GCA_903863295.1, s__JABDGH01 sp903863295, 95.0, 77.75, 0.244; GCA_903970335.1, s__JABDGH01 sp903970335, 95.0, 77.35, 0.216	64.56	11	0.92472	N/A
Brown_Y.bin.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	ANI	classification based on placement in class-level tree	GCA_003134045.1, s__Bog-1198 sp003134045, 95.0, 78.11, 0.232; GCA_003165495.1, s__Bog-1198 sp003165495, 95.0, 77.63, 0.223; GCA_003164785.1, s__Bog-1198 sp003164785, 95.0, 77.48, 0.21	93.09	11	0.96552	N/A
Brown_Y.bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.66	11	0.92683	N/A
Brown_Y.bin.4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	51.71	11	0.934	N/A
Brown_Y.bin.6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Schlegelella_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_003152055.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Schlegelella_A;s__Schlegelella_A sp003152055	82.49	0.59	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Schlegelella_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017881025.1, s__Schlegelella_A sp017881025, 95.0, 82.85, 0.576; GCF_013366375.1, s__Schlegelella_A koreensis, 95.0, 80.99, 0.558	81.71	11	0.98288	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brown_Y.bin.7	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__JABDGH01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__JABDGH01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	57.8	11	0.9584	N/A
Brown_Z.bin.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Stigonema;s__	N/A	N/A	N/A	N/A	N/A	GCA_016903675.1	95.0	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Stigonema;s__Stigonema ocellatum	84.03	0.587	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Stigonema;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_903903925.1, s__Stigonema sp903903925, 95.0, 82.07, 0.465	61.38	11	0.95922	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brown_Z.bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__	N/A	N/A	N/A	N/A	N/A	GCF_007827045.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__Trebonia kvetii	80.77	0.56	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017354375.1, s__Trebonia sp017354375, 95.0, 78.88, 0.298; GCA_009784565.1, s__Trebonia sp009784565, 95.0, 78.5, 0.315	72.38	11	0.97109	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brown_Z.bin.4	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Palsa-1515;s__	N/A	N/A	N/A	N/A	N/A	GCA_903970385.1	95.0	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Palsa-1515;s__Palsa-1515 sp903970385	78.23	0.332	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Palsa-1515;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	49.34	11	0.93478	N/A
Brown_Z.bin.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_013289045.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter sp013289045	80.68	0.443	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014200495.1, s__Mucilaginibacter sp014200495, 95.0, 77.32, 0.261; GCF_900105165.1, s__Mucilaginibacter mallensis, 95.0, 77.31, 0.268; GCA_903915155.1, s__Mucilaginibacter sp903915155, 95.0, 77.27, 0.293; GCF_013283875.1, s__Mucilaginibacter mali, 95.0, 77.03, 0.206; GCF_014773265.1, s__Mucilaginibacter pankratovii, 95.0, 76.96, 0.071; GCF_013408825.1, s__Mucilaginibacter sp013408825, 95.0, 76.87, 0.094; GCF_003576455.2, s__Mucilaginibacter celer, 95.0, 76.8, 0.231; GCF_900103125.1, s__Mucilaginibacter sp900103125, 95.0, 76.8, 0.061; GCF_900101875.1, s__Mucilaginibacter pineti, 95.0, 76.79, 0.062; GCF_014643835.1, s__Mucilaginibacter rubeus, 95.0, 76.73, 0.067; GCF_003432115.1, s__Mucilaginibacter sp003432115, 95.0, 76.73, 0.082; GCF_007971025.1, s__Mucilaginibacter ginsenosidivorans, 95.0, 76.72, 0.086; GCF_004378255.1, s__Mucilaginibacter phyllosphaerae, 95.0, 76.71, 0.106; GCF_900110415.1, s__Mucilaginibacter sp900110415, 95.0, 76.7, 0.063; GCF_002013915.1, s__Mucilaginibacter pedocola, 95.0, 76.69, 0.064; GCF_002355435.1, s__Mucilaginibacter gotjawali, 95.0, 76.67, 0.073; GCF_004168255.1, s__Mucilaginibacter terrigena, 95.0, 76.64, 0.107; GCF_011089895.1, s__Mucilaginibacter inviolabilis, 95.0, 76.63, 0.061; GCF_007971525.1, s__Mucilaginibacter ginsenosidivorax, 95.0, 76.6, 0.059; GCF_003351025.1, s__Mucilaginibacter endophyticus, 95.0, 76.57, 0.059; GCF_009765905.1, s__Mucilaginibacter sp009765905, 95.0, 76.52, 0.09; GCF_003675385.1, s__Mucilaginibacter kameinonensis, 95.0, 76.5, 0.062; GCF_004054195.1, s__Mucilaginibacter sp004054195, 95.0, 76.48, 0.083; GCA_002413785.1, s__Mucilaginibacter sp002413785, 95.0, 76.32, 0.096	54.98	11	0.98334	N/A
Brown_Z.bin.6	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	63.03	11	0.78728	N/A
Brown_Z.bin.7	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	ANI	classification based on placement in class-level tree	GCF_900105625.1, s__Terriglobus roseus_B, 95.0, 78.05, 0.372; GCF_000265425.1, s__Terriglobus roseus, 95.0, 77.83, 0.401; GCF_000800015.1, s__Terriglobus sp000800015, 95.0, 77.22, 0.236; GCF_900102185.1, s__Terriglobus roseus_A, 95.0, 77.09, 0.262	58.04	11	0.95287	N/A
Green_AA.bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	N/A	N/A	N/A	N/A	N/A	GCA_018971065.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp018971065	78.31	0.288	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001590965.1, s__Novosphingobium lentum, 95.0, 78.5, 0.324; GCA_016719755.1, s__Novosphingobium sp016719755, 95.0, 78.49, 0.244; GCA_013791705.1, s__Novosphingobium sp013791705, 95.0, 78.37, 0.285; GCF_001014975.1, s__Novosphingobium sp002336885, 95.0, 78.28, 0.298; GCF_004364785.1, s__Novosphingobium sp004364785, 95.0, 78.17, 0.284; GCF_014230305.1, s__Novosphingobium aerophilum, 95.0, 78.16, 0.277; GCF_014652615.1, s__Novosphingobium arvoryzae, 95.0, 78.15, 0.283; GCA_001725355.1, s__Novosphingobium sp001725355, 95.0, 78.11, 0.28; GCA_017302615.1, s__Novosphingobium sp017302615, 95.0, 78.09, 0.271; GCF_014230355.1, s__Novosphingobium piscinae, 95.0, 78.09, 0.275; GCF_019075875.1, s__Novosphingobium sp019075875, 95.0, 78.05, 0.289; GCF_005145025.1, s__Novosphingobium sp005145025, 95.0, 78.04, 0.29; GCA_018242165.1, s__Novosphingobium sp018242165, 95.0, 78.02, 0.325; GCF_002813245.1, s__Novosphingobium kunmingense, 95.0, 78.01, 0.243; GCA_903923465.1, s__Novosphingobium sp903923465, 95.0, 77.99, 0.314; GCF_001519055.1, s__Novosphingobium sp001519055, 95.0, 77.98, 0.273; GCF_014652555.1, s__Novosphingobium colocasiae, 95.0, 77.97, 0.268; GCF_009909235.1, s__Novosphingobium sp009909235, 95.0, 77.9, 0.263; GCF_014230315.1, s__Novosphingobium flavum, 95.0, 77.9, 0.282; GCF_002855555.1, s__Novosphingobium sp002855555, 95.0, 77.9, 0.268; GCA_013141325.1, s__Novosphingobium sp013141325, 95.0, 77.89, 0.31; GCA_018334165.1, s__Novosphingobium sp018334165, 95.0, 77.88, 0.237; GCF_002198665.1, s__Novosphingobium sp002198665, 95.0, 77.88, 0.242; GCA_015657645.1, s__Novosphingobium sp015657645, 95.0, 77.86, 0.273; GCA_903832325.1, s__Novosphingobium sp903832325, 95.0, 77.84, 0.279; GCF_014652855.1, s__Novosphingobium pokkalii, 95.0, 77.84, 0.302; GCA_002440635.1, s__Novosphingobium sp002440635, 95.0, 77.84, 0.242; GCF_015694345.1, s__Novosphingobium jiangmenense, 95.0, 77.83, 0.243; GCF_012927405.1, s__Novosphingobium olei, 95.0, 77.83, 0.266; GCA_004211435.1, s__Novosphingobium sp004211435, 95.0, 77.8, 0.264; GCF_000281975.1, s__Novosphingobium sp000281975, 95.0, 77.8, 0.26; GCF_000272475.1, s__Novosphingobium sp000272475, 95.0, 77.78, 0.244; GCF_000013325.1, s__Novosphingobium aromaticivorans, 95.0, 77.78, 0.214; GCF_003208375.1, s__Novosphingobium sp003208375, 95.0, 77.77, 0.319; GCA_015661825.1, s__Novosphingobium capsulatum_A, 95.0, 77.76, 0.241; GCF_001598375.1, s__Novosphingobium capsulatum, 95.0, 77.75, 0.299; GCA_017987575.1, s__Novosphingobium sp017987575, 95.0, 77.74, 0.233; GCF_900117425.1, s__Novosphingobium sp900117425, 95.0, 77.74, 0.263; GCF_001519075.1, s__Novosphingobium fuchskuhlense, 95.0, 77.74, 0.233; GCA_009926135.1, s__Novosphingobium sp009926135, 95.0, 77.73, 0.227; GCF_007954425.1, s__Novosphingobium ginsenosidimutans, 95.0, 77.72, 0.242; GCF_014204535.1, s__Novosphingobium chloroacetimidivorans, 95.0, 77.72, 0.251; GCA_018241045.1, s__Novosphingobium sp018241045, 95.0, 77.71, 0.214; GCA_009885425.1, s__Novosphingobium sp009885425, 95.0, 77.69, 0.258; GCF_014196055.1, s__Novosphingobium hassiacum, 95.0, 77.69, 0.224; GCF_012275515.1, s__Novosphingobium sp001898925, 95.0, 77.68, 0.262; GCF_002556635.1, s__Novosphingobium sp002556635, 95.0, 77.63, 0.255; GCF_000807925.1, s__Novosphingobium subterraneum, 95.0, 77.63, 0.235; GCF_000767465.1, s__Novosphingobium pentaromativorans, 95.0, 77.63, 0.222; GCA_013822005.1, s__Novosphingobium sp013822005, 95.0, 77.62, 0.273; GCA_002256985.1, s__Novosphingobium sp002256985, 95.0, 77.62, 0.214; GCF_900113255.1, s__Novosphingobium sp900113255, 95.0, 77.62, 0.268; GCF_014200275.1, s__Novosphingobium sp014200275, 95.0, 77.62, 0.27; GCF_007991615.1, s__Novosphingobium sediminis, 95.0, 77.61, 0.243; GCF_006874585.1, s__Novosphingobium sp006874585, 95.0, 77.61, 0.267; GCF_013149295.1, s__Novosphingobium sp013149295, 95.0, 77.61, 0.268; GCF_002149965.1, s__Novosphingobium panipatense, 95.0, 77.59, 0.259; GCF_004342985.1, s__Novosphingobium sp004342985, 95.0, 77.59, 0.254; GCF_009707465.1, s__Novosphingobium sp009707465, 95.0, 77.58, 0.245; GCF_900176395.1, s__Novosphingobium sp900176395, 95.0, 77.57, 0.148; GCA_903828025.1, s__Novosphingobium sp903828025, 95.0, 77.57, 0.205; GCF_003208305.1, s__Novosphingobium sp003208305, 95.0, 77.57, 0.271; GCF_014640675.1, s__Novosphingobium endophyticum, 95.0, 77.56, 0.228; GCA_018240895.1, s__Novosphingobium sp018240895, 95.0, 77.55, 0.22; GCF_900168325.1, s__Novosphingobium mathurense, 95.0, 77.55, 0.235; GCF_001598555.1, s__Novosphingobium rosa, 95.0, 77.54, 0.299; GCA_903911985.1, s__Novosphingobium sp903911985, 95.0, 77.53, 0.312; GCA_017745295.1, s__Novosphingobium sp017745295, 95.0, 77.53, 0.241; GCA_903858875.1, s__Novosphingobium sp903858875, 95.0, 77.51, 0.263; GCF_004341845.1, s__Novosphingobium sp004341845, 95.0, 77.5, 0.257; GCF_001590985.1, s__Novosphingobium naphthalenivorans, 95.0, 77.5, 0.262; GCF_003454795.1, s__Novosphingobium sp003454795, 95.0, 77.49, 0.231; GCF_007993975.1, s__Novosphingobium barchaimii_B, 95.0, 77.48, 0.262; GCF_007830315.1, s__Novosphingobium taihuense, 95.0, 77.48, 0.218; GCF_000802225.1, s__Novosphingobium malaysiense, 95.0, 77.46, 0.221; GCF_902506425.1, s__Novosphingobium sp902506425, 95.0, 77.46, 0.24; GCF_014196525.1, s__Novosphingobium sediminicola, 95.0, 77.46, 0.278; GCA_903970225.1, s__Novosphingobium sp903970225, 95.0, 77.45, 0.226; GCA_002454125.1, s__Novosphingobium sp002454125, 95.0, 77.42, 0.28; GCF_017163935.1, s__Novosphingobium sp017163935, 95.0, 77.41, 0.292; GCF_009746585.1, s__Novosphingobium sp009746585, 95.0, 77.35, 0.22; GCF_000445125.1, s__Novosphingobium lindaniclasticum, 95.0, 77.34, 0.241; GCF_014196615.1, s__Novosphingobium fluoreni, 95.0, 77.33, 0.221; GCF_001298105.1, s__Novosphingobium sp001298105, 95.0, 77.33, 0.254; GCF_004005905.1, s__Novosphingobium umbonatum, 95.0, 77.33, 0.233; GCF_003171715.1, s__Novosphingobium meiothermophilum, 95.0, 77.26, 0.21; GCF_012641335.1, s__Novosphingobium sp012641335, 95.0, 77.24, 0.204; GCF_015865035.1, s__Novosphingobium sp015865035, 95.0, 77.21, 0.217; GCF_000192575.1, s__Novosphingobium nitrogenifigens, 95.0, 77.19, 0.234; GCF_014645195.1, s__Novosphingobium indicum, 95.0, 77.17, 0.234; GCA_903834285.1, s__Novosphingobium sp903834285, 95.0, 77.17, 0.22; GCA_002336765.1, s__Novosphingobium sp002336765, 95.0, 77.15, 0.234; GCF_009856825.1, s__Novosphingobium sp009856825, 95.0, 77.14, 0.209	91.18	11	0.97207	N/A
Green_AA.bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	43.29	11	0.92321	N/A
Green_AD.bin.2	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	N/A	N/A	N/A	N/A	N/A	GCF_003113895.1	95.0	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc commune	92.09	0.784	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_002813575.1, s__Nostoc flagelliforme_A, 95.0, 91.48, 0.777; GCF_003443655.1, s__Nostoc sphaeroides, 95.0, 91.39, 0.689; GCF_014696655.1, s__Nostoc sp014696655, 95.0, 89.42, 0.72; GCF_014698505.1, s__Nostoc foliaceum_A, 95.0, 89.21, 0.727; GCF_014698795.1, s__Nostoc sp014698795, 95.0, 89.17, 0.744; GCA_017114985.1, s__Nostoc sp017114985, 95.0, 88.65, 0.711; GCA_017115025.1, s__Nostoc sp017115025, 95.0, 88.26, 0.704; GCF_000020025.1, s__Nostoc punctiforme, 95.0, 87.91, 0.754; GCA_017114945.1, s__Nostoc sp017114945, 95.0, 87.89, 0.726; GCF_014698035.1, s__Nostoc muscorum, 95.0, 87.86, 0.756; GCA_017115105.1, s__Nostoc sp017115105, 95.0, 87.86, 0.71; GCF_015206895.1, s__Nostoc sp015206895, 95.0, 87.78, 0.738; GCA_017114995.1, s__Nostoc sp017114995, 95.0, 87.69, 0.726; GCF_002246015.1, s__Nostoc sp002246015, 95.0, 87.65, 0.731; GCA_003326195.1, s__Nostoc punctiforme_A, 95.0, 87.64, 0.77; GCF_014222285.1, s__Nostoc sp014222285, 95.0, 87.63, 0.72; GCA_017115085.1, s__Nostoc sp017115085, 95.0, 87.62, 0.731; GCF_014698065.1, s__Nostoc flagelliforme_B, 95.0, 87.62, 0.747; GCF_002949795.1, s__Nostoc sp002949795, 95.0, 87.56, 0.716; GCF_002949735.1, s__Nostoc sp002949735, 95.0, 87.55, 0.747; GCF_013343235.1, s__Nostoc sp013343235, 95.0, 87.55, 0.708; GCF_014023275.1, s__Nostoc edaphicum_A, 95.0, 87.47, 0.72; GCA_017115165.1, s__Nostoc sp017115165, 95.0, 87.4, 0.71; GCA_015206945.1, s__Nostoc sp015206945, 95.0, 87.36, 0.711; GCF_001712795.1, s__Nostoc sp001712795, 95.0, 87.31, 0.726; GCA_017115045.1, s__Nostoc sp017115045, 95.0, 86.99, 0.732; GCF_013393905.1, s__Nostoc sp013393905, 95.0, 86.89, 0.74; GCA_017115095.1, s__Nostoc sp017115095, 95.0, 86.83, 0.697; GCF_015207245.1, s__Nostoc edaphicum_B, 95.0, 86.49, 0.482; GCF_015714725.1, s__Nostoc sp015714725, 95.0, 85.7, 0.661; GCF_014698115.1, s__Nostoc sp014698115, 95.0, 83.97, 0.695; GCF_014697355.1, s__Nostoc calcicola, 95.0, 83.59, 0.665; GCF_005869855.1, s__Nostoc sp005869855, 95.0, 83.05, 0.629; GCF_014698835.1, s__Nostoc paludosum, 95.0, 82.83, 0.663; GCA_003326205.1, s__Nostoc sp003326205, 95.0, 82.74, 0.636; GCF_002368035.1, s__Nostoc linckia_B, 95.0, 82.62, 0.666; GCF_010091925.1, s__Nostoc sp010091925, 95.0, 81.85, 0.593; GCF_002608075.1, s__Nostoc linckia, 95.0, 81.82, 0.622; GCF_014904695.1, s__Nostoc sp014904695, 95.0, 81.65, 0.605; GCF_014831675.1, s__Nostoc sp014831675, 95.0, 81.52, 0.603; GCF_015206995.1, s__Nostoc sp015206995, 95.0, 81.42, 0.537	55.04	11	0.99192	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Green_AK.bin.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_014236855.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas_A;s__Xanthomonas_A sp014236855	92.98	0.907	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_007829315.1, s__Xanthomonas_A translucens_A, 95.0, 92.66, 0.916; GCF_014197395.1, s__Xanthomonas_A translucens_B, 95.0, 92.2, 0.895; GCF_009769165.1, s__Xanthomonas_A hyacinthi, 95.0, 91.98, 0.865; GCF_000331775.1, s__Xanthomonas_A translucens, 95.0, 91.26, 0.805; GCF_014236795.1, s__Xanthomonas_A theicola, 95.0, 89.68, 0.774; GCF_017163755.1, s__Xanthomonas_A sp017163755, 95.0, 88.73, 0.832; GCF_002940085.1, s__Xanthomonas_A sacchari, 95.0, 88.34, 0.855; GCF_014206815.1, s__Xanthomonas_A sacchari_B, 95.0, 88.12, 0.843; GCF_014199795.1, s__Xanthomonas_A sp014199795, 95.0, 88.12, 0.856; GCF_001043115.1, s__Xanthomonas_A sp001043115, 95.0, 88.08, 0.855; GCF_008119715.1, s__Xanthomonas_A sontii, 95.0, 87.77, 0.808; GCF_002939705.1, s__Xanthomonas_A albilineans, 95.0, 83.6, 0.63; GCF_000963005.1, s__Xanthomonas_A sp000963005, 95.0, 82.97, 0.617	63.05	11	0.99669	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Green_AK.bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter_A;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	48.05	11	0.94318	N/A
Green_AK.bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella;s__	ANI	classification based on placement in class-level tree	GCF_000687875.1, s__Acidocella facilis, 95.0, 78.13, 0.322; GCF_014201825.1, s__Acidocella aromatica, 95.0, 77.78, 0.253; GCA_003164135.1, s__Acidocella sp003164135, 95.0, 77.59, 0.281; GCA_013044125.1, s__Acidocella sp013044125, 95.0, 77.46, 0.206; GCA_003137135.1, s__Acidocella sp003137135, 95.0, 77.14, 0.289	64.97	11	0.94496	N/A
Green_AK.bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	N/A	N/A	N/A	N/A	N/A	GCF_003858395.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__EB88 sp003858395	77.0	0.246	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	89.08	11	0.91879	N/A
Green_AK.bin.6	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Velthaea;s__	N/A	N/A	N/A	N/A	N/A	GCA_003134035.1	95.0	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Velthaea;s__Velthaea versatilis	77.39	0.335	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Velthaea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	54.35	11	0.92836	N/A
Green_AK.bin.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp007000325	GCF_007000325.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp007000325	97.28	0.915	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
